,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,count
1620,REARCHE1,2486,Reardon at Chelton WB - #2486,,42.96102,-81.174192,,,,,,0,0
1621,ROXBCAS2,2488,Roxburgh at Castleton WB - #2488,,42.919576,-81.20377,,,,,,0,0
1622,SISEGVA2,2490,Sise at Green Valley NS SB - #2490,,42.922103,-81.202517,,,,,,0,0
1623,SISEWIG2,2492,Sise at Wilton Grove FS SB - #2492,,42.926519,-81.203194,,,,,,0,0
1624,HYDESAR1,2493,Hyde Park at Sarnia NB - #2493,,42.989005,-81.327212,,,,,,0,0
1625,HYDESAR2,2494,Hyde Park at Sarnia SB - #2494,,42.989282,-81.32754,,,,,,0,0
1626,VICTWEST,2499,Victoria Hospital West Entrance NB - #2499,,42.958824,-81.228335,,,,,,0,0
1627,2454MAIN,2504,Main at Bainard Street - #2504,,42.910348,-81.29678,,,,,,0,0
1628,517FANSH,2505,517 Fanshawe Park Road - #2505,,43.019831,-81.306159,,,,,,0,0
1629,CAMPMARI,2506,Campbell at Marianna SB - #2506,,42.908825,-81.290361,,,,,,0,0
1630,CAMPSUNR,2507,Campbell at Sunray SB - #2507,,42.906921,-81.289498,,,,,,0,0
1631,COLTBROA,2508,Col Talbot at Broadway NB - #2508,,42.907747,-81.299135,,,,,,0,0
1632,FANSALD1,2510,Fanshawe at Aldersbrook EB - #2510,,43.01512,-81.321545,,,,,,0,0
1633,FANSALD2,2511,Fanshawe at Aldersbrook WB - #2511,,43.015051,-81.322581,,,,,,0,0
1634,FANSDERW,2512,Fanshawe at Derwent WB - #2512,,43.023108,-81.294879,,,,,,0,0
1635,FANSFOXW,2513,Fanshawe at Foxwood WB - #2513,,43.016618,-81.317236,,,,,,0,0
1636,FANSPIN2,2514,Fanshawe at Pinnacle EB - #2514,,43.02166,-81.299195,,,,,,0,0
1637,FANSPINN,2515,Fanshawe at Pinnacle WB - #2515,,43.021573,-81.300172,,,,,,0,0
1638,FANSWON1,2516,Fanshawe at Wonderland EB - #2516,,43.018567,-81.309713,,,,,,0,0
1639,FANSWON2,2517,Fanshawe at Wonderland WB - #2517,,43.0189,-81.309473,,,,,,0,0
1640,MAINCAMP,2518,Main at Campbell EB - #2518,,42.911671,-81.291879,,,,,,0,0
1641,WHARCAMP,2522,Wharncliffe & Campbell - #2522,,42.912394,-81.290943,,,,,,0,0
1642,WHARSAVO,2523,Wharncliffe at Savoy SB - #2523,,42.917457,-81.284838,,,,,,0,0
1643,WONDBRA2,2525,Wonderland at Bradley FS NB - #2525,,42.932846,-81.279825,,,,,,0,0
1644,WONDWHAR,2528,Wonderland at Wharncliffe NB - #2528,,42.924222,-81.277947,,,,,,0,0
1645,COMMCAD1,2531,Commissioners at Cadeau Terrace 1 WB - #2531,,42.963896,-81.347073,,,,,,0,0
1646,COMMCAD2,2532,Commissioners at Cadeau Terrace 2 WB - #2532,,42.965448,-81.350985,,,,,,0,0
1647,COMMCHE1,2533,Commissioners at Chestnut Hill 1 SB - #2533,,42.965489,-81.351525,,,,,,0,0
1648,COMMCHE2,2534,Commissioners at Chestnut Hill 2 SB - #2534,,42.963767,-81.347056,,,,,,0,0
1649,COMMGRA2,2535,Commissioners at Grandview EB - #2535,,42.963298,-81.344232,,,,,,0,0
1650,COMMGRAN,2536,Commissioners at Grandview WB - #2536,,42.963281,-81.3438,,,,,,0,0
1651,COMMHAL2,2537,Commissioners at Halls Mills EB - #2537,,42.960233,-81.334417,,,,,,0,0
1652,COMMREYN,2538,Commissioners at Reynolds SB - #2538,,42.962395,-81.341114,,,,,,0,0
1653,COMMSTE1,2539,Commissioners at Stephen SB - #2539,,42.961279,-81.33756,,,,,,0,0
1654,KAINKIRK,2542,Kains at Kirkpatrick NB - #2542,,42.972453,-81.356629,,,,,,0,0
1655,KAINOXFN,2543,Kains at Oxford NB - #2543,,42.968622,-81.35529,,,,,,0,0
1656,KAINRIVE,2545,Kains at Riverbend WB - #2545,,42.974116,-81.36311,,,,,,0,0
1657,KAINSUMM,2546,Kains at Summerville NB - #2546,,42.973192,-81.357717,,,,,,0,0
1658,RIVESHOR,2547,Riverbend at Shore SB - #2547,,42.969093,-81.361089,,,,,,0,0
1659,SHORKAIN,2548,Shore at Kains EB - #2548,,42.969417,-81.355801,,,,,,0,0
1660,DOONMUS3,2549,Doon north of Muskoka NB - #2549,,43.022923,-81.260715,,,,,,0,0
1661,SPRIWOND,2551,SPRINGBANK AT WONDERLAND - #2551,,42.963376,-81.293335,,,,,,0,0
1662,BEAVOAK2,2575,Beaverbrook at Oakcrossing west WB - #2575,,42.987393,-81.311797,,,,,,0,0
1663,NOTRBELM,2589,Notre Dame at Belmont NB - #2589,,42.945862,-81.26784,,,,,,0,0
1664,NOTRNORT,2590,Notre Dame at Norton NB - #2590,,42.942767,-81.266955,,,,,,0,0
1665,NOTRSDAL,2591,Notre Dame at Southdale NB - #2591,,42.940578,-81.266504,,,,,,0,0
1666,NOTRVIS2,2592,Notre Dame at Viscount NB - #2592,,42.948463,-81.270496,,,,,,0,0
1667,WHARLEGE,2593,Wharncliffe & Legendary FS SB - #2593,,42.937396,-81.261016,,,,,,0,0
1668,WHARSOUT,2594,Wharncliffe & Southdale NS SB - #2594,,42.941215,-81.257979,,,,,,0,0
1669,WHARWON2,2595,Wharncliffe & Morgan FS SB - #2595,,42.926969,-81.273561,,,,,,0,0
1670,WONDPOWR,2596,Wonderland & Power Centre Driveway - #2596,,42.936613,-81.280747,,,,,,0,0
1671,BRADMEDI,2597,Bradley Medical Centre - #2597,,42.934185,-81.229978,,,,,,0,0
1672,JALNARC5,2598,Jalna south of Archer 2 SB - #2598,,42.925985,-81.229217,,,,,,0,0
1673,THIROFO2,2600,Third South of Oxford SB - #2600,,43.01016,-81.18933,,,,,,0,0
1674,BRIAMEL3,2601,Briarhill south of Melsandra 2 SB - #2601,,43.018166,-81.22686,,,,,,0,0
1675,BASECOTS,2605,Base Line at Cotswold WB - #2605,,42.958416,-81.27099,,,,,,0,0
1676,WONDWHA2,2610,Wonderland & Wharncliffe FS 2 NB - #2610,,42.926019,-81.278341,,,,,,0,0
1677,CHEEGLOB,2611,3935 Cheese Factory Road - #2611,,42.933423,-81.160603,,,,,,0,0
1678,COMMGLOB,2612,Commerce at Global NB - #2612,,42.933104,-81.167782,,,,,,0,0
1679,COMMMABR,2613,Commerce at Max Brose NB - #2613,,42.935706,-81.16844,,,,,,0,0
1680,FANSDAL2,2614,Fanshawe at Dalmagarry EB - #2614,,43.012144,-81.331911,,,,,,0,0
1681,FANSDALM,2615,Fanshawe at Dalmagarry WB - #2615,,43.012396,-81.331691,,,,,,0,0
1682,PARKMEHE,2616,Parkwood Hospital at Mental Health Building - #2616,,42.954056,-81.226738,,,,,,0,0
1683,COLTSOU2,2619,Colonel Talbot at Southdale NB - #2619,,42.936291,-81.317145,,,,,,0,0
1684,CRANBAR2,2620,Cranbrook at Barclay SB - #2620,,42.940934,-81.303746,,,,,,0,0
1685,CRANBAR3,2621,Cranbrook at Barclay NB - #2621,,42.940907,-81.303501,,,,,,0,0
1686,CRANBIRC,2622,Cranbrook at Birchmount WB - #2622,,42.938746,-81.305251,,,,,,0,0
1687,CRANROBE,2623,Cranbrook at Roberston Place EB - #2623,,42.93861,-81.306893,,,,,,0,0
1688,CRANSCHR,2624,Cranbrook at Schraeder WB - #2624,,42.938708,-81.307824,,,,,,0,0
1689,CRANVIS2,2625,Cranbrook & Viscount NB - #2625,,42.944139,-81.302879,,,,,,0,0
1690,SOUTPOME,2629,Southdale at Pomeroy EB - #2629,,42.936735,-81.311914,,,,,,0,0
1691,TILLSOU2,2631,Tillman at Southdale NB - #2631,,42.937358,-81.30857,,,,,,0,0
1692,TILLSOUT,2632,Tillman at Southdale SB - #2632,,42.936809,-81.308815,,,,,,0,0
1693,VISCDUN2,2633,Viscount at Dunsmoor EB - #2633,,42.944816,-81.298567,,,,,,0,0
1694,ADMITRA2,2635,Admiral at Trafalgar NB - #2635,,42.994339,-81.165684,,,,,,0,0
1695,CLARBAY2,2636,Clarke & Bayview FS NB - #2636,,42.978243,-81.162381,,,,,,0,0
1696,CLARBAY1,2637,Clarke & Bayview NS SB - #2637,,42.978538,-81.162646,,,,,,0,0
1697,CLARGOR2,2638,Clarke & Gore NS SB - #2638,,42.980898,-81.163876,,,,,,0,0
1698,CLARPEN1,2639,Clarke & Pension SB - #2639,,42.97535,-81.161051,,,,,,0,0
1699,CLARPEN2,2640,Clarke & Pension NB - #2640,,42.975383,-81.160947,,,,,,0,0
1700,FERNHAM1,2641,Ferndale at Hampstead EB - #2641,,42.94714,-81.247113,,,,,,0,0
1701,FERNHAM2,2642,Ferndale at Hampstead WB - #2642,,42.947192,-81.247644,,,,,,0,0
1702,FERNHOM1,2643,Ferndale at Homeview EB - #2643,,42.94692,-81.250697,,,,,,0,0
1703,FERNVIN1,2645,Ferndale at Vincent WB - #2645,,42.946761,-81.243845,,,,,,0,0
1704,GOREBRA2,2646,Gore at Braesyde EB - #2646,,42.978112,-81.172935,,,,,,0,0
1705,GOREFIR2,2647,Gore at Firestone EB - #2647,,42.979066,-81.169465,,,,,,0,0
1706,GOREVAL2,2648,Gore at Valleyview Apartments EB - #2648,,42.976956,-81.177237,,,,,,0,0
1707,HALEHAM2,2650,Hale at Hamilton NB - #2650,,42.977769,-81.191056,,,,,,0,0
1708,HALEMAG2,2651,Hale at Magee NB - #2651,,42.981756,-81.191144,,,,,,0,0
1709,HAMIBRA2,2652,Hamilton at Braesyde WB - #2652,,42.974125,-81.171728,,,,,,0,0
1710,HAMICLA1,2653,Clarke at Hamilton NB - #2653,,42.970898,-81.158681,,,,,,0,0
1711,HAMICRI1,2654,Hamilton at Crimson WB - #2654,,42.971267,-81.163125,,,,,,0,0
1712,HAMICRI2,2655,Hamilton at Crimson EB - #2655,,42.971194,-81.163131,,,,,,0,0
1713,HAMIFAI1,2656,Hamilton at Fairmont WB - #2656,,42.97713,-81.189507,,,,,,0,0
1714,HAMIGOR1,2657,Hamilton at Clarke WB - #2657,,42.97066,-81.159213,,,,,,0,0
1715,HAMIOAKL,2658,Hamilton opp Oaklands Tower WB - #2658,,42.974825,-81.174103,,,,,,0,0
1716,HAMIRIV2,2659,Hamilton at River Run WB - #2659,,42.972893,-81.167624,,,,,,0,0
1717,HAMIVALL,2660,Hamilton at Valleyview Appartments WB - #2660,,42.975412,-81.177125,,,,,,0,0
1718,HAMIWAT2,2661,Hamilton at Watmar WB - #2661,,42.976184,-81.182626,,,,,,0,0
1719,HAMIYMCA,2662,Hamilton at YMCA WB - #2662,,42.976602,-81.185674,,,,,,0,0
1720,HYDEHAZE,2663,Hyde Park at Hazelden SB - #2663,,42.968815,-81.316153,,,,,,0,0
1721,HYDERIV1,2664,Hyde Park at Riverside SB - #2664,,42.964655,-81.314941,,,,,,0,0
1722,MANITWE2,2665,Manitoulin at Tweedsmuir SB - #2665,,42.982431,-81.181183,,,,,,0,0
1723,MARCEXMO,2666,Marconi at Exmouth WB - #2666,,42.98719,-81.156276,,,,,,0,0
1724,MARCJULI,2667,Marconi at Julia NB - #2667,,42.987999,-81.163007,,,,,,0,0
1725,MARCNOE2,2668,Marconi at Noel NB - #2668,,42.989722,-81.164239,,,,,,0,0
1726,MARCTRA2,2670,Marconi at Trafalgar NB - #2670,,42.99274,-81.167273,,,,,,0,0
1727,MARCWOOD,2671,Marconi at Woodview WB - #2671,,42.986551,-81.160893,,,,,,0,0
1728,MONTELD2,2672,Montabello at Eldorado SB - #2672,,42.977398,-81.178169,,,,,,0,0
1729,MONTTWE2,2673,Montabello at Tweedsmuir SB - #2673,,42.980081,-81.17982,,,,,,0,0
1730,TWEEBER2,2674,Tweedsmuir & Court Lane W Leg EB - #2674,,42.982168,-81.185297,,,,,,0,0
1731,TWEEFAI2,2675,Tweedsmuir at Fairway EB - #2675,,42.982974,-81.190822,,,,,,0,0
1732,TWEEMAN2,2676,Tweedsmuir & Manitoulin EB - #2676,,42.982669,-81.187178,,,,,,0,0
1733,WEXFADM2,2677,Wexford & Admiral NB - #2677,,42.996373,-81.164955,,,,,,0,0
1734,HORTSPRI,2683,Horton at Springbank WB - #2683,,42.975348,-81.269979,,,,,,0,0
1735,GRANRIDO,2684,Grand at Bellevue EB - #2684,,42.97138,-81.246221,,,,,,0,0
1736,HYDENRN1,2685,Hyde Park at North Routledge Park NB - #2685,,43.003185,-81.334084,,,,,,0,0
1737,HYDENRN2,2686,Hyde Park at North Routledge Park 1 SB - #2686,,43.003538,-81.334617,,,,,,0,0
1738,HYDENRSL,2687,Hyde Park at North Routledge Park 2 SB - #2687,,43.000982,-81.333294,,,,,,0,0
1739,SPRIFORH,2688,Springbank at Forest Hill WB - #2688,,42.972636,-81.274765,,,,,,0,0
1740,WELLHARL,2689,Wellington at Harlech Gt SB - #2689,,42.941826,-81.225455,,,,,,0,0
1741,ADELDUFR,2690,Adelaide at Dufferin SB - #2690,,42.991425,-81.232891,,,,,,0,0
1742,SUNRHOWA,2691,Sunray at Howard WB - #2691,,42.905571,-81.294421,,,,,,0,0
1743,ADELBLAC,2693,Adelaide at Blackwater SB - #2693,,43.044659,-81.259913,,,,,,0,0
1744,SUNNADE2,2697,Sunningdale at Adelaide WB - #2697,,43.046477,-81.26173,,,,,,0,0
1745,SUNNBLAC,2699,Sunningdale at Blackwater EB - #2699,,43.045234,-81.26551,,,,,,0,0
1746,SUNNYMCA,2700,Sunningdale at YMCA WB - #2700,,43.047611,-81.257938,,,,,,0,0
1747,BEAVWHET,2701,Beaverbrook at Whetherfield EB - #2701,,42.987011,-81.304547,,,,,,0,0
1748,WESTTHO2,2702,Westminster at Thompson Rd SB - #2702,,42.967767,-81.224865,,,,,,0,0
1749,SUNRCOLT,2703,Colonel Talbot at Sunray NB - #2703,,42.905244,-81.297939,,,,,,0,0
1750,FANSHIG2,2704,Fanshawe at Highbury WB - #2704,,43.043082,-81.227354,,,,,,0,0
1751,GENGRE2,2705,Grenfell at Grenfell Cres NB - #2705,,43.038941,-81.249265,,,,,,0,0
1752,GRENADE2,2706,Grenfell at Adelaide EB - #2706,,43.03817,-81.255708,,,,,,0,0
1753,GRENLAI2,2707,Grenfell at Laing EB - #2707,,43.03879,-81.252709,,,,,,0,0
1754,GRENMID1,2708,Grenfell at Midale NB - #2708,,43.040411,-81.248328,,,,,,0,0
1755,GRENTRO1,2709,Grenfell at Trossacks EB - #2709,,43.042841,-81.24634,,,,,,0,0
1756,HIGH1550,2710,1550 Highbury NB - #2710,,43.033585,-81.222315,,,,,,0,0
1757,HIGHKIL2,2711,Highbury at Killarney NB - #2711,,43.039406,-81.224896,,,,,,0,0
1758,HIGHTOW1,2712,Highbury at Townsend NB - #2712,,43.028165,-81.219642,,,,,,0,0
1759,PHILBIL2,2713,Phillbrook at Billybrook NB 1 - #2713,,43.035063,-81.26471,,,,,,0,0
1760,PHILBIL3,2714,Phillbrook at Billybrook NB 2 - #2714,,43.037259,-81.263054,,,,,,0,0
1761,PHILDON2,2715,Phillbrook at Donnybrook NB - #2715,,43.033056,-81.26439,,,,,,0,0
1762,PHILPEN2,2716,Phillbrook at Pennybrook EB - #2716,,43.038484,-81.259974,,,,,,0,0
1763,WONDFAR5,2730,Wonderland south of Farrah NB - #2730,,42.985342,-81.293364,,,,,,0,0
1764,ARGYMAL1,2731,Argyle Mall SB - Stop 1 - #2731,,43.002596,-81.17356,,,,,,0,0
1765,FANSMCL1,2732,Fanshawe at McLean EB - #2732,,43.041596,-81.231737,,,,,,0,0
1766,FANSSTAC,2734,Fanshawe at Stackhouse WB - #2734,,43.04059,-81.236044,,,,,,0,0
1767,KINGRIC1,2735,King at Richmond EB - #2735,,42.982543,-81.2488,,,,,,0,0
1768,KINGTALB,2736,King at Talbot EB - #2736,,42.981637,-81.252034,,,,,,0,0
1769,QUEERIC1,2737,Queens at Richmond WB - #2737,,42.985124,-81.250081,,,,,,0,0
1770,QUEETALB,2738,Queens at Talbot WB - #2738,,42.984518,-81.25234,,,,,,0,0
1771,KINGWELL,2739,King at Wellington EB - #2739,,42.983787,-81.244139,,,,,,0,0
1772,RICHKIN4,2740,Richmond at King SB - #2740,,42.982623,-81.249175,,,,,,0,0
1773,RICHQUE1,2741,Richmond north of Queens SB - #2741,,42.985098,-81.250438,,,,,,0,0
1774,RICHQUE2,2742,Richmond south of Queens SB - #2742,,42.984459,-81.250107,,,,,,0,0
1775,RIDOYOR2,2743,Ridout at York NB - #2743,,42.980336,-81.252865,,,,,,0,0
1776,WATEKINS,2744,Waterloo & King St SB - #2744,,42.984423,-81.241892,,,,,,0,0
1777,OXFOVMP1,2745,Oxford at Veteran's Memorial Parkway WB - #2745,,43.022779,-81.15913,,,,,,0,0
1778,SOUTSING,2748,Southdale at Singleton NS EB - #2748,,42.939259,-81.27664,,,,,,0,0
1779,SOUTSPRI,2749,Southdale at Springmeadow EB - #2749,,42.939714,-81.270057,,,,,,0,0
1780,SUNNCANV,2750,Sunningdale at Canvas Way WB - #2750,,43.043604,-81.271192,,,,,,0,0
1781,WHARCAST,2751,Wharncliffe at Castle Rock SB - #2751,,42.932731,-81.266579,,,,,,0,0
1782,WONDBRA3,2752,Wonderland at Bradley NS NB - #2752,,42.929391,-81.279073,,,,,,0,0
1783,FANSDAL3,2753,Fanshawe at Dalmagarry FS1 EB - #2753,,43.01347,-81.327632,,,,,,0,0
1784,FANSDAL4,2754,Fanshawe at Dalmagarry NS2 WB - #2754,,43.013903,-81.326357,,,,,,0,0
1785,FANSFOX1,2755,Fanshawe at Foxwood EB - #2755,,43.016456,-81.317319,,,,,,0,0
1786,FANSWON3,2756,Fanshawe west of Wonderland WB - #2756,,43.017394,-81.314351,,,,,,0,0
1787,COMMAND1,2758,Commissioners at Andover EB - #2758,,42.956092,-81.274636,,,,,,0,0
1788,COMMWES1,2759,Commissioners at West WB - #2759,,42.956494,-81.270401,,,,,,0,0
1789,DALHBRI2,2760,Dalhousie at Brixham WB - #2760,,42.938928,-81.291187,,,,,,0,0
1790,DALHMCM1,2761,Dalhousie south of McMaster SB - #2761,,42.940333,-81.28826,,,,,,0,0
1791,KERNRID1,2762,Kernohan at Ridgewood Cres NB - #2762,,42.968108,-81.280591,,,,,,0,0
1792,KERNSPR1,2763,Kernohan at Springbank Dr SB - #2763,,42.968954,-81.281168,,,,,,0,0
1793,SOUTBAS1,2764,Southcrest at Base Line Rd WB - #2764,,42.963995,-81.280197,,,,,,0,0
1794,SOUTBAS2,2765,Southcrest at Base Line EB - #2765,,42.963954,-81.279755,,,,,,0,0
1795,SOUTGAR1,2766,Southcrest at Gardenwood Dr WB - #2766,,42.963886,-81.284769,,,,,,0,0
1796,SOUTGAR2,2767,Southcrest east of Gardenwood EB - #2767,,42.96383,-81.28437,,,,,,0,0
1797,SOUTPINE,2768,Southdale at Pine Valley EB - #2768,,42.938701,-81.283717,,,,,,0,0
1798,SOUTSWCC,2769,Southdale at SW Community Centre EB - #2769,,42.938393,-81.288383,,,,,,0,0
1799,TOPPCOM1,2770,Topping Lane at Commissioners NB - #2770,,42.955886,-81.283106,,,,,,0,0
1800,WESTWIN1,2772,Windermere at Western EB - #2772,,43.015039,-81.276075,,,,,,0,0
1801,1985RIC1,2773,Opp 1985 Richmond NB - #2773,,43.035214,-81.286993,,,,,,0,0
1802,1985RICH,2774,1985 Richmond SB - #2774,,43.035062,-81.287222,,,,,,0,0
1803,ADELCOM1,2777,Adelaide at Commissioners NB - #2777,,42.95986,-81.215828,,,,,,0,0
1804,ADELCOMM,2778,Adelaide at Commissioners SB - #2778,,42.959239,-81.215975,,,,,,0,0
1805,ADELGLE1,2779,Adelaide at Glenora SB - #2779,,43.028772,-81.251725,,,,,,0,0
1806,AMBECORL,2780,Ambleside at Corley FS SB - #2780,,43.016003,-81.285717,,,,,,0,0
1807,AMBEGRAN,2781,Ambleside at Grangeover Cres NS SB - #2781,,43.016308,-81.290829,,,,,,0,0
1808,AMBEHESK,2782,Ambleside at Hesketh NS SB - #2782,,43.019092,-81.292747,,,,,,0,0
1809,AMBEWTHA,2784,Ambleside at Whitehaven NS SB - #2784,,43.020914,-81.294322,,,,,,0,0
1810,AZIZWEST,2785,Philip Aziz at Western NB - #2785,,43.002102,-81.27609,,,,,,0,0
1811,BARKHUR1,2786,Barker at Huron NB - #2786,,43.015762,-81.231649,,,,,,0,0
1812,BARKKIPP,2787,Barker at Kipps NS NB - #2787,,43.020269,-81.236254,,,,,,0,0
1813,BARKMEL1,2788,Barker at Melsandra FS NB - #2788,,43.018783,-81.232522,,,,,,0,0
1814,BARKMELS,2789,Barker at Melsandra NS SB - #2789,,43.018618,-81.232488,,,,,,0,0
1815,BRADERN1,2790,Bradley west of Ernest WB - #2790,,42.934461,-81.236875,,,,,,0,0
1816,BRADERN2,2791,Bradley west of Ernest 2 WB - #2791,,42.934504,-81.240483,,,,,,0,0
1817,BRADJAL1,2792,Bradley at Jalna FS EB - West Leg - #2792,,42.933373,-81.243164,,,,,,0,0
1818,BRADJAL2,2793,Bradley west of Jalna WB - East Leg - #2793,,42.934342,-81.228901,,,,,,0,0
1819,BRADJAL3,2794,Bradley west of Jalna WB - West Leg - #2794,,42.93316,-81.244069,,,,,,0,0
1820,COMMCAR1,2802,Commissioners at Carnegie EB - #2802,,42.95707,-81.252776,,,,,,0,0
1821,COMMCAR2,2803,Commissioners at Carnegie WB - #2803,,42.957299,-81.25202,,,,,,0,0
1822,COMMHIG2,2804,Commissioners at High EB - #2804,,42.957999,-81.234836,,,,,,0,0
1823,COMMHIG3,2805,Commissioners at High WB - #2805,,42.958172,-81.235294,,,,,,0,0
1824,COMMHIHE,2806,Commissioners at Highland Heights EB - #2806,,42.957504,-81.244155,,,,,,0,0
1825,COMMHILD,2807,Commissioners at Highland WB - #2807,,42.95706,-81.258284,,,,,,0,0
1826,COMMKIFD,2808,Commissioners at Kingsford WB - #2808,,42.958033,-81.238789,,,,,,0,0
1827,COMMRIDO,2809,Commissioners at Ridout WB - #2809,,42.957808,-81.242128,,,,,,0,0
1828,COMMUPP1,2810,Commissioners at Upper Queens FS EB - #2810,,42.95769,-81.240978,,,,,,0,0
1829,COMMWEL1,2811,Commissioners at Wellington NS EB - #2811,,42.958113,-81.231224,,,,,,0,0
1830,COMMWELL,2812,Commissioners at Wellington WB - #2812,,42.958353,-81.230904,,,,,,0,0
1831,COMMWHA1,2813,Commissioners at Wharncliffe FS EB - #2813,,42.956738,-81.259968,,,,,,0,0
1832,COMMWHA2,2814,Commissioners at Wharncliffe WB - #2814,,42.956915,-81.261072,,,,,,0,0
1833,COMMWORT,2815,Commissioners at Wortley WB - #2815,,42.957617,-81.245721,,,,,,0,0
1834,DEVEBANB,2816,Deveron at Banbury NB - #2816,,42.959415,-81.192223,,,,,,0,0
1835,DEVEGLEN,2817,Deveron at Glenroy EB - #2817,,42.954873,-81.194643,,,,,,0,0
1836,DEVELYSA,2818,Deveron at Lysanda NB - #2818,,42.956786,-81.191196,,,,,,0,0
1837,DEVEPOND,2819,Deveron at Pond Mills EB - #2819,,42.955722,-81.198692,,,,,,0,0
1838,EXETBRE1,2820,Exeter at Breck FS 2 EB - #2820,,42.922879,-81.250712,,,,,,0,0
1839,EXETBREC,2822,Exeter at Breck FS 1 EB - #2822,,42.922582,-81.253885,,,,,,0,0
1840,EXETMEA2,2823,Exeter at Meadowbrook NS WB - #2823,,42.922099,-81.262122,,,,,,0,0
1841,EXETMEA3,2824,Exeter at Meadowbrook FS WB - #2824,,42.921669,-81.267691,,,,,,0,0
1842,EXETMEA4,2825,Exeter at Meadowbrook FS 1 EB - #2825,,42.921557,-81.266372,,,,,,0,0
1843,EXETMEA5,2826,Exeter at Meadowbrook FS 2 EB - #2826,,42.921883,-81.262239,,,,,,0,0
1844,EXETWHIT,2827,Exeter at White Oak Road WB - #2827,,42.923078,-81.250843,,,,,,0,0
1845,EXETWON1,2828,Exeter at Wonderland FS WB - #2828,,42.920822,-81.277777,,,,,,0,0
1846,EXETWOND,2829,Exeter at Wonderland FS EB - #2829,,42.920771,-81.276599,,,,,,0,0
1847,FANSFREE,2830,Fanshawe at Freemont WB - #2830,,43.036392,-81.250153,,,,,,0,0
1848,FANSRIC4,2831,Fanshawe at Richmond EB - #2831,,43.026756,-81.282094,,,,,,0,0
1849,FANSRIC5,2832,Fanshawe at Richmond WB - #2832,,43.02702,-81.282138,,,,,,0,0
1850,FANSTRO3,2833,Fanshawe at Trossacks FS EB - #2833,,43.038004,-81.243949,,,,,,0,0
1851,FANSTRO4,2834,Fanshawe at Trossacks FS WB - #2834,,43.038011,-81.24474,,,,,,0,0
1852,FANSWOND,2835,Fanshawe at Wonderland NS EB - #2835,,43.018259,-81.310615,,,,,,0,0
1853,GLENADE1,2838,Glenora at Adelaide EB - #2838,,43.029212,-81.251314,,,,,,0,0
1854,GLENFANS,2839,Glenora at Fanshawe SB - #2839,,43.039197,-81.238956,,,,,,0,0
1855,GLENGLE4,2840,Glenora at Glengarry EB - #2840,,43.031786,-81.243307,,,,,,0,0
1856,GLENMCL1,2841,Glenora at McLean NB - #2841,,43.036837,-81.236716,,,,,,0,0
1857,GLENMCL2,2842,Glenora at McLean SB - #2842,,43.037156,-81.237099,,,,,,0,0
1858,GLENRID1,2843,Glenora at Rideau EB - #2843,,43.034064,-81.237431,,,,,,0,0
1859,GRENDEV1,2844,Grenfell at Devos EB - #2844,,43.043682,-81.243259,,,,,,0,0
1860,GRENDEVO,2845,Grenfell at Devos WB - #2845,,43.043804,-81.243271,,,,,,0,0
1861,GRENSTA1,2846,Grenfell at Stackhouse WB - #2846,,43.044562,-81.23994,,,,,,0,0
1862,GRENSTAC,2847,Grenfell at Stackhouse EB - #2847,,43.044568,-81.239735,,,,,,0,0
1863,GRENTROS,2848,Grenfell at Trossacks WB - #2848,,43.043026,-81.245849,,,,,,0,0
1864,HUROLAMB,2849,Huron at Lambton NB - #2849,,43.006084,-81.271791,,,,,,0,0
1865,KIPPADE1,2850,Kipps at Adelaide WB - #2850,,43.018164,-81.24418,,,,,,0,0
1866,MEADQUA1,2853,Meadowlands at Quarrier SB - #2853,,43.032365,-81.294308,,,,,,0,0
1867,MEADQUAR,2854,Meadowlands at Quarrier NB - #2854,,43.032528,-81.294123,,,,,,0,0
1868,MEADSUN1,2855,Meadowlands at Sunningdale SB - #2855,,43.035777,-81.295948,,,,,,0,0
1869,MEADSUNN,2856,Meadowlands at Sunningdale NB - #2856,,43.036043,-81.295833,,,,,,0,0
1870,PINNERIV,2857,Pinnacle at East Rivertrace Walk NS NB - #2857,,43.023625,-81.30063,,,,,,0,0
1871,PINNFANS,2858,Pinnacle at Fanshawe FS SB - #2858,,43.021126,-81.299463,,,,,,0,0
1872,PINNMCGA,2859,Pinnacle at McGarrell NS SB - #2859,,43.023319,-81.300635,,,,,,0,0
1873,PINNPLN1,2860,Pinnacle at Plane Tree SB - #2860,,43.025572,-81.301863,,,,,,0,0
1874,PINNPLNE,2861,Pinnacle at Plane Tree NS NB - #2861,,43.02576,-81.301789,,,,,,0,0
1875,PLANFAI3,2862,Plane Tree at Faircloth FS WB - #2862,,43.027201,-81.298574,,,,,,0,0
1876,PLANFAIR,2863,Plane Tree at Faircloth NS EB - #2863,,43.027095,-81.298419,,,,,,0,0
1877,PONDOLD1,2864,Pond Mills at Oldham South Leg SB - #2864,,42.959338,-81.200146,,,,,,0,0
1878,QUARPLN1,2866,Quarrier at Plane Tree SB - #2866,,43.028609,-81.295467,,,,,,0,0
1879,QUARPLNE,2867,Quarrier at Plane Tree NB - #2867,,43.028742,-81.295371,,,,,,0,0
