,stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,count
1363,WHARELM1,2031,Wharncliffe at Elmwood NB - #2031,,42.969997,-81.261765,,,,,,0,0
1364,WHARELM2,2032,Wharncliffe at Elmwood SB - #2032,,42.970327,-81.261912,,,,,,0,0
1365,WHAREME1,2033,Wharncliffe at Emery NB - #2033,,42.964157,-81.261322,,,,,,0,0
1366,WHAREME2,2034,Wharncliffe at Emery SB - #2034,,42.963383,-81.261459,,,,,,0,0
1367,WHAREMPR,2035,Wharncliffe at Blackfriars NB - #2035,,42.989011,-81.263182,,,,,,0,0
1368,WHAREUCL,2037,Wharncliffe at Euclid NB - #2037,,42.97506,-81.262093,,,,,,0,0
1369,WHARLEXI,2041,Wharncliffe at Lexington  SB - #2041,,42.986463,-81.263031,,,,,,0,0
1370,WHARMCDO,2042,Western at Essex SB - #2042,,42.995329,-81.266835,,,,,,0,0
1371,WHARMOIR,2043,Wharncliffe at Moir NB - #2043,,42.986267,-81.262822,,,,,,0,0
1372,WHARMPL1,2044,Wharncliffe at Mount Pleasant NB - #2044,,42.984451,-81.262743,,,,,,0,0
1373,WHARMPL2,2045,Wharncliffe at Mt. Pleasant Ave SB - #2045,,42.984249,-81.262931,,,,,,0,0
1374,WHAROXF1,2046,Wharncliffe at Oxford NB - #2046,,42.992239,-81.264852,,,,,,0,0
1375,WHAROXF2,2047,Wharncliffe at Oxford SB - #2047,,42.992144,-81.265068,,,,,,0,0
1376,WHARPAUL,2049,Wharncliffe at Paul SB - #2049,,42.98908,-81.263431,,,,,,0,0
1377,WHARRIG1,2050,Wharncliffe at The Ridgeway NB - #2050,,42.979274,-81.262382,,,,,,0,0
1378,WHARRIG2,2051,Wharncliffe at The Ridgeway SB - #2051,,42.979557,-81.262542,,,,,,0,0
1379,WHARTEC1,2054,Wharncliffe at Tecumseh NB - #2054,,42.967274,-81.261544,,,,,,0,0
1380,WHARTEC2,2055,Wharncliffe at Tecumseh SB - #2055,,42.967059,-81.261704,,,,,,0,0
1381,WHARWDAL,2056,Wharncliffe at Westdale SB - #2056,,42.944526,-81.257707,,,,,,0,0
1382,WHARWYAT,2057,Wharncliffe at Wyatt SB - #2057,,42.982171,-81.26279,,,,,,0,0
1383,WHITOMA3,2060,White Oaks Mall Stop 3 - #2060,,42.932033,-81.222974,,,,,,0,0
1384,WHITOMA1,2061,White Oaks Mall Stop 1 - #2061,,42.931378,-81.22283,,,,,,0,0
1385,WHITOMA2,2062,White Oaks Mall Stop 2 - #2062,,42.931714,-81.222633,,,,,,0,0
1386,WHITOMA4,2063,White Oaks Mall Stop 4 - #2063,,42.932158,-81.223251,,,,,,0,0
1387,WILKCHI1,2066,Wilkins at Chiddington Gate NB - #2066,,42.950843,-81.234488,,,,,,0,0
1388,WILKCHI2,2067,Wilkins at Chiddington Gate SB - #2067,,42.951127,-81.234432,,,,,,0,0
1389,WILLDEAR,2068,Willow at Dearness EB - #2068,,42.938624,-81.220898,,,,,,0,0
1390,WILLOSG1,2069,Willow at Osgoode  EB - #2069,,42.938917,-81.218758,,,,,,0,0
1391,WILLOSG2,2070,Willow at Osgoode WB - #2070,,42.93894,-81.218681,,,,,,0,0
1392,WILLREGE,2071,William at Regent SB - #2071,,43.009705,-81.245297,,,,,,0,0
1393,WILTSIS4,2075,Wilton Grove at Sise Rd WB - #2075,,42.927417,-81.201219,,,,,,0,0
1394,WINDADE1,2076,703 Windermere EB - #2076,,43.022076,-81.252742,,,,,,0,0
1395,WINDADE2,2077,Windermere at Adelaide WB - #2077,,43.022906,-81.250098,,,,,,0,0
1396,WINDADE4,2079,Windermere between Adelaide & Doon WB - #2079,,43.021931,-81.253338,,,,,,0,0
1397,WINDDOO2,2080,Windermere at Doon Dr  2 WB - #2080,,43.020433,-81.258534,,,,,,0,0
1398,WINDDOO3,2081,655 - 665 Windermere EB - #2081,,43.021409,-81.254996,,,,,,0,0
1399,WINDDOO4,2082,Windermere at Doon Dr 1 WB - #2082,,43.021463,-81.254986,,,,,,0,0
1400,WINDRIC1,2083,Windermere at Richmond EB - #2083,,43.016099,-81.272653,,,,,,0,0
1401,WINDRIC2,2084,Windermere at Richmond  WB - #2084,,43.016058,-81.273063,,,,,,0,0
1402,WINDTAL1,2085,Windermere at Tallwood EB - #2085,,43.017334,-81.269007,,,,,,0,0
1403,WINDTAL2,2086,Windermere at Tallwood WB - #2086,,43.017494,-81.268651,,,,,,0,0
1404,WONDALDE,2095,Wonderland at Aldersbrook Rd SB - #2095,,43.016218,-81.309195,,,,,,0,0
1405,WONDATTA,2096,Wonderland at Attawandaron Gt. SB - #2096,,43.014409,-81.308227,,,,,,0,0
1406,WONDBEA1,2097,Wonderland at Beaverbrook NB - #2097,,42.99006,-81.295692,,,,,,0,0
1407,WONDBEA2,2098,Wonderland at Beaverbrook Ave SB - #2098,,42.989438,-81.295648,,,,,,0,0
1408,WONDBLAC,2099,Wonderland at Blackacres Blvd SB - #2099,,43.010186,-81.305943,,,,,,0,0
1409,WONDCOM1,2100,Wonderland South of Commissioners NB - #2100,,42.95344,-81.290359,,,,,,0,0
1410,WONDCOM2,2101,Wonderland at Commissioners SB - #2101,,42.953736,-81.290681,,,,,,0,0
1411,WONDCOM3,2102,Wonderland North of Commissioners NB - #2102,,42.955837,-81.290977,,,,,,0,0
1412,WONDFAR1,2103,Wonderland at Costco South Entrance NB - #2103,,42.986003,-81.293578,,,,,,0,0
1413,WONDFAR2,2104,Wonderland North of Farrah SB - #2104,,42.985811,-81.293766,,,,,,0,0
1414,WONDFAR3,2105,Wonderland North of Farrah NB - #2105,,42.987627,-81.294437,,,,,,0,0
1415,WONDFAR4,2106,Wonderland North of Farrah Rd SB - #2106,,42.987043,-81.294428,,,,,,0,0
1416,WONDGAIN,2107,Wonderland at Gainsborough NB - #2107,,43.007368,-81.304338,,,,,,0,0
1417,WONDKIW1,2108,Wonderland at Kingsway  NB - #2108,,42.97895,-81.29008,,,,,,0,0
1418,WONDKIW2,2109,Wonderland at Kingsway Ave SB - #2109,,42.979114,-81.290392,,,,,,0,0
1419,WONDMMA1,2111,Wonderland North of McMaster NB - #2111,,42.943955,-81.287721,,,,,,0,0
1420,WONDMMA2,2112,Wonderland South of McMaster SB - #2112,,42.942987,-81.2865,,,,,,0,0
1421,WONDMMA3,2113,Wonderland South of McMaster NB - #2113,,42.942913,-81.285326,,,,,,0,0
1422,WONDMMA4,2114,Wonderland North of McMaster SB - #2114,,42.944487,-81.288397,,,,,,0,0
1423,WONDOXF1,2115,Wonderland North of Oxford  NB - #2115,,42.98418,-81.292694,,,,,,0,0
1424,WONDOXF2,2116,Wonderland North of Oxford SB - #2116,,42.984199,-81.292946,,,,,,0,0
1425,WONDOXF3,2117,Wonderland at Oxford St NB - #2117,,42.982517,-81.29182,,,,,,0,0
1426,WONDOXF4,2118,Wonderland South of Oxford SB - #2118,,42.981865,-81.29174,,,,,,0,0
1427,WONDPVA1,2119,Wonderland at PineValley Gate NB - #2119,,42.942462,-81.283426,,,,,,0,0
1428,WONDPVA2,2120,Wonderland at Pine Valley Blvd SB - #2120,,42.942327,-81.283654,,,,,,0,0
1429,WONDPVA4,2121,Wonderland at  PineValley Lane SB - #2121,,42.941199,-81.28219,,,,,,0,0
1430,WONDRIV1,2122,Wonderland at Riverside NB - #2122,,42.976791,-81.289775,,,,,,0,0
1431,WONDRIV2,2123,Wonderland at Riverside Dr SB - #2123,,42.976033,-81.290474,,,,,,0,0
1432,WONDROSE,2124,Wonderland at Rosecliffe Terr. SB - #2124,,42.959528,-81.293657,,,,,,0,0
1433,WONDSAR1,2125,Sarnia at Wonderland WB - #2125,,42.995739,-81.29845,,,,,,0,0
1434,WONDSDA1,2128,Wonderland at Southdale NB - #2128,,42.939594,-81.281397,,,,,,0,0
1435,WONDSPR1,2132,Wonderland at Springbank NB - #2132,,42.964403,-81.293102,,,,,,0,0
1436,WONDTEE1,2134,Wonderland at Teeple Terrance NB - #2134,,42.959046,-81.293315,,,,,,0,0
1437,WONDVIL1,2135,Wonderland at Village Green NB - #2135,,42.95074,-81.289716,,,,,,0,0
1438,WONDVIL2,2136,Wonderland at VillageGreen Ave SB - #2136,,42.951463,-81.290115,,,,,,0,0
1439,WONDVIS2,2138,Wonderland at Viscount NS1 SB - #2138,,42.948855,-81.289568,,,,,,0,0
1440,WONDVIS3,2139,780 Wonderland Rd NB - #2139,,42.948946,-81.289303,,,,,,0,0
1441,WOODCAM1,2140,Woodward at Cambridge NB - #2140,,42.988255,-81.270527,,,,,,0,0
1442,WOODCAM2,2141,Woodward at Cambridge SB - #2141,,42.988327,-81.270649,,,,,,0,0
1443,WOODEDI1,WOODEDI1,Woodward at Edinburgh  NB - #WOODEDI1,,42.986836,-81.269791,,,,,,0,0
1444,WOODEDI2,WOODEDI2,Woodward at Edinburgh SB - #WOODEDI2,,42.986627,-81.269737,,,,,,0,0
1445,WOODRIVE,WOODRIVE,Woodward at Riverside  NB - #WOODRIVE,,42.983507,-81.269484,,,,,,0,0
1446,WOODTOZ2,WOODTOZ2,Woodward at Tozer Ave SB - #WOODTOZ2,,42.984804,-81.269627,,,,,,0,0
1447,YORKADE1,YORKADE1,York at Adelaide EB - #YORKADE1,,42.986345,-81.230015,,,,,,0,0
1448,YORKADE2,YORKADE2,York at Adelaide WB - #YORKADE2,,42.986415,-81.230103,,,,,,0,0
1449,YORKCOL1,YORKCOL1,York at Colborne EB - #YORKCOL1,,42.984043,-81.238324,,,,,,0,0
1450,YORKCOL2,YORKCOL2,York at Colborne WB - #YORKCOL2,,42.983981,-81.238888,,,,,,0,0
1451,YORKLYL1,YORKLYL1,York at Lyle EB - #YORKLYL1,,42.987086,-81.227262,,,,,,0,0
1452,YORKLYL2,YORKLYL2,York at Lyle WB - #YORKLYL2,,42.986971,-81.228111,,,,,,0,0
1453,YORKMAI1,YORKMAI1,York at Maitland EB - #YORKMAI1,,42.984718,-81.235931,,,,,,0,0
1454,YORKMAI2,YORKMAI2,York at Maitland WB - #YORKMAI2,,42.98496,-81.23544,,,,,,0,0
1455,YORKREC1,YORKREC1,York at Rectory EB - #YORKREC1,,42.987526,-81.222993,,,,,,0,0
1456,YORKREC2,YORKREC2,York at Rectory WB - #YORKREC2,,42.987914,-81.22394,,,,,,0,0
1457,YORKTHA1,YORKTHA1,York at Thames EB - #YORKTHA1,,42.979448,-81.255056,,,,,,0,0
1458,YORKTHA2,YORKTHA2,York at Thames WB - #YORKTHA2,,42.979536,-81.255353,,,,,,0,0
1459,YORKWAT1,YORKWAT1,York at Waterloo EB - #YORKWAT1,,42.983467,-81.240461,,,,,,0,0
1460,YORKWAT2,YORKWAT2,York at Waterloo WB - #YORKWAT2,,42.983498,-81.240776,,,,,,0,0
1461,YORKWIL1,YORKWIL1,York at William EB - #YORKWIL1,,42.985372,-81.233601,,,,,,0,0
1462,YORKWIL2,YORKWIL2,York at William WB - #YORKWIL2,,42.985708,-81.232685,,,,,,0,0
1463,YXUTERM,YXUTERM,London Airport - #YXUTERM,,43.027719,-81.148702,,,,,,0,0
1464,ADELLEA7,2185,Adelaide north of Leathorne 3 NB - #2185,,42.965978,-81.221654,,,,,,0,0
1465,ADELWILL,2186,Adelaide at Willowdale SB - #2186,,43.02927,-81.251929,,,,,,0,0
1466,ALDEALD2,2188,Aldersbrook Gt at Aldersbrook Rd SB - #2188,,43.014303,-81.321415,,,,,,0,0
1467,AMBLGRN2,2190,Ambleside at Grangeover WB - #2190,,43.016439,-81.290811,,,,,,0,0
1468,BASEWHA1,2194,Base Line at Wharncliffe EB - #2194,,42.959332,-81.259828,,,,,,0,0
1469,BERKBER1,2195,Berkshire at Berkshire Place NB - #2195,,42.962777,-81.288488,,,,,,0,0
1470,BERKBER2,2196,Berkshire at Berkshire Place SB - #2196,,42.962676,-81.288377,,,,,,0,0
1471,BERKGAR2,2198,Berkshire south of Gardenwood SB - #2198,,42.962572,-81.28437,,,,,,0,0
1472,BRADADE3,2203,Bradley at Adelaide EB - #2203,,42.935911,-81.209743,,,,,,0,0
1473,BRADWIL4,2205,Bradley at Willow 2 WB - #2205,,42.934989,-81.218937,,,,,,0,0
1474,BRADWOPS,2206,White Oaks Elementary School - #2206,,42.9342,-81.232633,,,,,,0,0
1475,BRYDCORN,2207,Brydges at Cornish EB - #2207,,42.991416,-81.192435,,,,,,0,0
1476,BRYDGRAY,2208,Brydges at Graydon WB - #2208,,42.992032,-81.191809,,,,,,0,0
1477,CHEABRA2,2209,Cheapside at Elliott WB - #2209,,43.007531,-81.235149,,,,,,0,0
1478,CLARWHI2,2212,Clarke at Whitney SB - #2212,,43.002719,-81.174882,,,,,,0,0
1479,COMMBOL1,2213,Commissioners at Boler EB - #2213,,42.959432,-81.332109,,,,,,0,0
1480,COMMMED1,2215,Commissioners at Meadowlilly EB - #2215,,42.963507,-81.18508,,,,,,0,0
1481,COMMMED2,2216,Commissioners at Meadowlilly WB - #2216,,42.963598,-81.186234,,,,,,0,0
1482,COMMWCO1,2217,Commissioners at Western Counties EB - #2217,,42.958442,-81.218679,,,,,,0,0
1483,DUNDMCOR,2219,Dundas at McCormick Blvd WB - #2219,,42.994537,-81.2121,,,,,,0,0
1484,EMERRIDG,2220,Emery at Ridgewood WB - #2220,,42.964458,-81.275884,,,,,,0,0
1485,FANCOLL2,2223,Fanshawe College Stop 2 - #2223,,43.010981,-81.200959,,,,,,0,0
1486,FANCOLL3,2224,Fanshawe College Stop 3 - #2224,,43.011058,-81.20068,,,,,,0,0
1487,FANCOLL4,2225,Fanshawe College Stop 5 - #2225,,43.013262,-81.199206,,,,,,0,0
1488,FANCOLL5,2226,Fanshawe College Stop 6 - #2226,,43.011165,-81.199804,,,,,,0,0
1489,FCBLCHE1,2228,Fanshawe College Blvd at Cheapside NB - #2228,,43.016753,-81.201572,,,,,,0,0
1490,FCBLCHE2,2229,Fanshawe College Blvd at Cheapside SB - #2229,,43.016776,-81.201699,,,,,,0,0
1491,FCBLFLE1,2230,Fanshawe College Blvd at Fleming NB - #2230,,43.015534,-81.198241,,,,,,0,0
1492,FCBLFLE2,2231,Fanshawe College Blvd at Fleming SB - #2231,,43.015489,-81.198462,,,,,,0,0
1493,HASTVIR2,2233,Hastings at Virginia SB - #2233,,43.034144,-81.269371,,,,,,0,0
1494,HIGBKIL1,2234,Highbury at Kilally NB - #2234,,43.030903,-81.220945,,,,,,0,0
1495,HIGBTOWN,2235,Highbury at Townsend SB - #2235,,43.028693,-81.220077,,,,,,0,0
1496,HIGVWHA3,2236,89 Highview - #2236,,42.953949,-81.257261,,,,,,0,0
1497,HORTCOL1,2239,Horton at Colborne WB - #2239,,42.981884,-81.236955,,,,,,0,0
1498,HORTCOL2,2240,Horton at Colborne EB - #2240,,42.981597,-81.237487,,,,,,0,0
1499,HUROHIG1,2241,Huron west of Highbury EB - #2241,,43.019489,-81.2165,,,,,,0,0
1500,JALNBRA7,2242,Jalna south of Bradley NB - #2242,,42.933106,-81.243455,,,,,,0,0
1501,JALNCONW,2243,Jalna at Conway NB - #2243,,42.932331,-81.24271,,,,,,0,0
1502,LAWSBLF1,2248,Lawson at Blue Forest EB - #2248,,43.000417,-81.301891,,,,,,0,0
1503,LAWSBLF2,2249,Lawson at Blue Forest WB - #2249,,43.000438,-81.302044,,,,,,0,0
1504,MORNCON3,2251,590 Mornington EB - #2251,,43.00473,-81.211838,,,,,,0,0
1505,MORNMOR4,2252,Mornington west of Connaught WB - #2252,,43.002639,-81.213763,,,,,,0,0
1506,OXFOCLA4,2257,Oxford east of Clarke WB - #2257,,43.016714,-81.180353,,,,,,0,0
1507,OXFOHIGH,2258,Oxford at Highbury - #2258,,43.008251,-81.209422,,,,,,0,0
1508,PINNFAN1,2259,Pinnacle Parkway at Fanshawe NB - #2259,,43.021158,-81.299333,,,,,,0,0
1509,PMILTHOP,2260,Pond Mills at Thompson - #2260,,42.972808,-81.21007,,,,,,0,0
1510,PONDBRA4,2262,Pond Mills south of Bradley 2 SB - #2262,,42.937239,-81.191571,,,,,,0,0
1511,PONDDEV1,2264,Pond Mills at Deveron NB - #2264,,42.955404,-81.198939,,,,,,0,0
1512,RAILDAYB,2267,Railton at Daybreak SB - #2267,,42.996169,-81.153002,,,,,,0,0
1513,RIDGKER2,2272,Ridgewood at Kernohan WB - #2272,,42.967875,-81.280991,,,,,,0,0
1514,SOUTHOSP,2276,South St Hospital - #2276,,42.976705,-81.235546,,,,,,0,0
1515,TRAFFAL2,2279,Trafalgar at Falcon  EB - #2279,,42.990638,-81.175968,,,,,,0,0
1516,VICZONC,2284,Victoria Hospital & Zone A EB - #2284,,42.959493,-81.226954,,,,,,0,0
1517,WESTPHA1,2290,Western South of Phillip Aziz NB - #2290,,43.00025,-81.276229,,,,,,0,0
1518,WESTPHA3,2291,Western North of Phillip Aziz  NB - #2291,,43.002615,-81.276459,,,,,,0,0
1519,WESTTHO1,2292,Westminster at Thompson Rd NB - #2292,,42.967501,-81.224994,,,,,,0,0
1520,WHARHORT,2293,Wharncliffe at Horton SB - #2293,,42.975906,-81.262288,,,,,,0,0
1521,WHOKMANB,2295,Jalna at White Oaks Mall NB - #2295,,42.931158,-81.227254,,,,,,0,0
1522,WHOKMASB,2296,Jalna at White Oaks Mall SB - #2296,,42.931102,-81.227399,,,,,,0,0
1523,WILTMIDP,2297,Wilton Grove & Midpark Rd WB - #2297,,42.928763,-81.185865,,,,,,0,0
1524,WILTPMI2,2299,Wilton Grove West of Pond Mills WB - #2299,,42.928073,-81.193661,,,,,,0,0
1525,WILTPMI4,2300,Wilton Grove East of Pondmills WB - #2300,,42.928501,-81.189098,,,,,,0,0
1526,WILTSIS2,2303,900 Wilton Grove WB - #2303,,42.927687,-81.198286,,,,,,0,0
1527,WINDDOO1,2304,Windermere at Doon  EB - #2304,,43.020432,-81.258271,,,,,,0,0
1528,WONDVIS4,2305,Wonderland at Viscount Rd SB - #2305,,42.947805,-81.28928,,,,,,0,0
1529,HUROBRI3,2306,945 Huron - #2306,,43.016243,-81.227928,,,,,,0,0
1530,ADELHURN,2307,Adelaide at Huron St SB - #2307,,43.011805,-81.243115,,,,,,0,0
1531,BLUESUN1,2309,Bluebell at Sunningdale NB - #2309,,43.042783,-81.273013,,,,,,0,0
1532,COMMWHAR,2312,COMMISSIONERS & WHARNCLIF - #2312,,42.956949,-81.260082,,,,,,0,0
1533,CULVCUL2,2313,Culver at Culver Court WB - #2313,,43.009832,-81.184816,,,,,,0,0
1534,DUNDVMP1,2314,Dundas at VMP EB - #2314,,43.009974,-81.156251,,,,,,0,0
1535,DUNDVMP2,2315,Dundas at VMP WB - #2315,,43.01013,-81.156588,,,,,,0,0
1536,HAMIWIL1,2317,Hamilton at William EB - #2317,,42.98227,-81.230895,,,,,,0,0
1537,HAMIWIL2,2318,Hamilton at William WB - #2318,,42.98248,-81.231086,,,,,,0,0
1538,WONDSAR2,2322,Wonderland South of Sarnia  SB - #2322,,42.994507,-81.298298,,,,,,0,0
1539,WONDSPRI,2323,Wonderland at Springbank SB - #2323,,42.963094,-81.293081,,,,,,0,0
1540,BRADADE4,2324,Bradley between Adelaide & Willow WB - #2324,,42.935836,-81.21345,,,,,,0,0
1541,BRADAGN1,2325,Bradley at Willow 2 EB - #2325,,42.935125,-81.216969,,,,,,0,0
1542,BRADWEL1,2326,Bradley west of Wellington Rd EB - #2326,,42.934247,-81.224411,,,,,,0,0
1543,BRADWEL2,2327,Bradley at Wellington WB - #2327,,42.934508,-81.224159,,,,,,0,0
1544,CLARAVA2,2329,Clarke at Avalon SB - #2329,,43.006869,-81.176986,,,,,,0,0
1545,FANCOLL1,2331,Fanshawe College Stop 1 - #2331,,43.011,-81.200713,,,,,,0,0
1546,KINGDIP1,2333,King Edward at Dieppe NB - #2333,,42.967584,-81.212023,,,,,,0,0
1547,KINGDIP2,2334,King Edward at Dieppe SB - #2334,,42.967729,-81.212464,,,,,,0,0
1548,NEWBBRA1,2335,Newbold at Bradley NB - #2335,,42.936267,-81.201488,,,,,,0,0
1549,RIVEWHA2,2336,Riverside east of Wharncliffe WB - #2336,,42.982985,-81.262124,,,,,,0,0
1550,SOUTNOD3,2337,Southdale East of Notre Dame Dr EB - #2337,,42.940153,-81.264311,,,,,,0,0
1551,FOREHIL1,2341,Proudfoot at Forest Hills EB - #2341,,42.983223,-81.284753,,,,,,0,0
1552,FOREHIL2,2342,Proudfoot at Forest Hills WB - #2342,,42.983285,-81.28431,,,,,,0,0
1553,GAINWON4,2343,Gainsborough between Wonderland & Limberlost WB - #2343,,43.005918,-81.307592,,,,,,0,0
1554,PHILBILL,2352,Phillbrook at Billybrook - #2352,,43.035213,-81.26481,,,,,,0,0
1555,BEAVCAP2,2384,Beaverbrook at Capulet EB - #2384,,42.988147,-81.300551,,,,,,0,0
1556,BEAVOAKC,2385,Beaverbrook at Oakcrossing east WB - #2385,,42.986876,-81.3057,,,,,,0,0
1557,BEAVSARN,2387,Sarnia at Beaverbrook EB - #2387,,42.990416,-81.316309,,,,,,0,0
1558,BEAVWILR,2388,Beaverbrook at Wild Rose WB - #2388,,42.988158,-81.314946,,,,,,0,0
1559,BEAVWON1,2389,Beaverbrook at Wonderland EB - #2389,,42.989248,-81.29701,,,,,,0,0
1560,CAPUOXFO,2390,Capulet Lane at Oxford SB - #2390,,42.983768,-81.296612,,,,,,0,0
1561,CRUMOXFO,2393,Crumlin at Oxford NB - #2393,,43.023581,-81.153353,,,,,,0,0
1562,CUDDARTI,2394,Cuddy at Artisans SB - #2394,,43.021531,-81.155978,,,,,,0,0
1563,CUDDPAGE,2395,Cuddy at Page SB - #2395,,43.018061,-81.154256,,,,,,0,0
1564,HYDEFITZ,2396,Hyde Park at Fitzwilliam SB - #2396,,42.983117,-81.324218,,,,,,0,0
1565,HYDEGAI1,2397,Hyde Park at Gainsborough NB - #2397,,42.999555,-81.332379,,,,,,0,0
1566,HYDEGAI2,2398,Hyde Park at Gainsborough SB - #2398,,42.998502,-81.3322,,,,,,0,0
1567,HYDEIVA2,2399,Hyde Park at Ivanhill SB - #2399,,42.980882,-81.323069,,,,,,0,0
1568,HYDEOXF3,2400,Hyde Park north of Oxford NB - #2400,,42.976599,-81.320755,,,,,,0,0
1569,HYDEPRIP,2401,Hyde Park at Prince Phillip NB - #2401,,42.983037,-81.324041,,,,,,0,0
1570,HYDEROY1,2402,Hyde Park at Royal York NB - #2402,,42.978095,-81.321505,,,,,,0,0
1571,HYDEROY2,2403,Hyde Park at Royal York SB - #2403,,42.977781,-81.321509,,,,,,0,0
1572,HYDESCA1,2404,Hyde Park at South Carriage NB - #2404,,42.995536,-81.330459,,,,,,0,0
1573,HYDESCA2,2405,Hyde Park at South Carriage SB - #2405,,42.995037,-81.330379,,,,,,0,0
1574,OAKCMAP1,2407,Oakcrossing at Mapleridge north - #2407,,42.991285,-81.307739,,,,,,0,0
1575,OAKCMAP2,2408,Oakcrossing at Mapleridge south - #2408,,42.988703,-81.305456,,,,,,0,0
1576,OAKCOAKC,2409,Oakcrossing Gate at Oakcrossing Rd SB - #2409,,42.990626,-81.31165,,,,,,0,0
1577,OXFOVMPW,2410,Oxford at Veterans EB - #2410,,43.022426,-81.159591,,,,,,0,0
1578,PAGECUDD,2411,Page at Cuddy EB - #2411,,43.017674,-81.152605,,,,,,0,0
1579,SOVEADM1,2412,Sovereign at Admiral NB - #2412,,43.00452,-81.150482,,,,,,0,0
1580,SOVEADM3,2413,Sovereign North of Admiral SB - #2413,,43.005617,-81.147772,,,,,,0,0
1581,SOVESOVE,2414,669 Sovereign NB - #2414,,43.00778,-81.151293,,,,,,0,0
1582,BEAVCAP1,2415,Beaverbrook at Capulet WB - #2415,,42.988455,-81.299991,,,,,,0,0
1583,BEAVHOR2,2417,Beaverbrook at Horizon EB - #2417,,42.990257,-81.293584,,,,,,0,0
1584,BEAVPROU,2418,Beaverbrook at Proudfoot EB - #2418,,42.990798,-81.29173,,,,,,0,0
1585,SEAGHYP1,2419,Seagull at Hyde Park EB - #2419,,43.008561,-81.335487,,,,,,0,0
1586,STANFAN1,2421,Stanton at Fanshawe Park Rd NB - #2421,,43.010842,-81.333697,,,,,,0,0
1587,VICTZON7,2423,Victoria Hospital at Zone E WB - #2423,,42.961601,-81.224164,,,,,,0,0
1588,COMMWCO2,2426,Commissioners at Western Counties Rd - #2426,,42.958514,-81.22334,,,,,,0,0
1589,WELLCRE2,2428,Wellington Between Creston and Wilkins NB - #2428,,42.948492,-81.227842,,,,,,0,0
1590,SOWEMCCA,2433,South Wenige at McCallum WB - #2433,,43.044845,-81.249525,,,,,,0,0
1591,SUNNGOUG,2434,Sunningdale at Gough EB - #2434,,43.050511,-81.247662,,,,,,0,0
1592,THISSWEN,2435,Thistlewood at South Wenige EB - #2435,,43.046989,-81.253405,,,,,,0,0
1593,WESTMAL4,2436,Westmount Mall at Stop 4 - #2436,,42.947502,-81.291672,,,,,,0,0
1594,WESTMAL5,2437,Westmount Mall at Stop 5 - #2437,,42.9473,-81.292217,,,,,,0,0
1595,WESTMAL6,2438,Westmount Mall at Stop 6 - #2438,,42.947352,-81.291827,,,,,,0,0
1596,HIGBREMB,2447,Highbury at Rembrandt Valley SB - #2447,,43.033142,-81.222247,,,,,,0,0
1597,PONDSCE2,2449,Pond Mills north of Scenic SB - #2449,,42.972444,-81.209591,,,,,,0,0
1598,SHELODEL,2452,Shelbourne between Burlington and Deveron EB - #2452,,42.96255,-81.19923,,,,,,0,0
1599,COMMHIG1,2453,Commissioners at Highbury EB - #2453,,42.963056,-81.188761,,,,,,0,0
1600,VALEDER1,2458,Riverside Elemertary School EB - #2458,,42.975214,-81.305469,,,,,,0,0
1601,COMMBEA1,2461,Commissioners at Beachwood WB - #2461,,42.956137,-81.276837,,,,,,0,0
1602,COMMBEA2,2462,Commissioners west of Beachwood EB - #2462,,42.955804,-81.278701,,,,,,0,0
1603,COMMBEA3,2463,353 Commissioners - #2463,,42.955854,-81.279878,,,,,,0,0
1604,COMMFOE1,2464,Commissioners at Forest Edge WB - #2464,,42.954813,-81.287851,,,,,,0,0
1605,COMMFOE2,2465,Commissioners at Forest Edge EB - #2465,,42.954529,-81.288286,,,,,,0,0
1606,COMMTOP1,2466,Commissioners at Topping Lane WB - #2466,,42.955326,-81.284038,,,,,,0,0
1607,COMMTOP2,2467,Commissioners at Topping Lane EB - #2467,,42.955281,-81.283906,,,,,,0,0
1608,DARNMEAD,2468,Darnley at Meadowgate EB - #2468,,42.954763,-81.173716,,,,,,0,0
1609,FANSGLE3,2469,Fanshawe at Glenora EB - #2469,,43.039771,-81.2382,,,,,,0,0
1610,FANSMCL3,2470,Fanshawe west of McLean EB - #2470,,43.040448,-81.235822,,,,,,0,0
1611,GLENGLE2,2472,Glenora at Glengarry WB - #2472,,43.031788,-81.243471,,,,,,0,0
1612,GLENRID2,2475,Glenora at Rideau WB - #2475,,43.035027,-81.236915,,,,,,0,0
1613,LIGHEMER,2476,Lighthouse at Emerald NB - #2476,,42.958934,-81.171508,,,,,,0,0
1614,LIGHREAR,2477,Lighthouse at Reardon NB - #2477,,42.960028,-81.171739,,,,,,0,0
1615,LIGHWHSA,2478,Lighthouse at White Sands NB - #2478,,42.956574,-81.170588,,,,,,0,0
1616,MEADDORM,2482,Meadowgate at Dormer SB - #2482,,42.956891,-81.179056,,,,,,0,0
1617,MEADEVAN,2483,Meadowgate at Evans SB - #2483,,42.960995,-81.180924,,,,,,0,0
1618,MEADGOOD,2484,Meadowgate at Goodfellow SB - #2484,,42.958945,-81.181192,,,,,,0,0
1619,MEADREA3,2485,Meadowgate at Reardon SB - #2485,,42.962849,-81.180444,,,,,,0,0
